id_cliente,empleo,antigüedad_empleo,ingresos,ingresos_verificados,rating,dti,vivienda,num_hipotecas,num_lineas_credito,porc_tarjetas_75p,porc_uso_revolving,num_cancelaciones_12meses,num_derogatorios,num_meses_desde_ult_retraso,id_prestamo,descripcion,finalidad,principal,tipo_interes,num_cuotas,imp_cuota,imp_amortizado,estado,imp_recuperado
503561,Pentegra Retirement Services,3 years,41000.0,Not Verified,D,20.31,RENT,,8.0,,49.9,0.0,0.0,37.0,,"  Borrower added on 04/12/10 > Hello Everyone - I am requesting this loan because I desire a lump sum of money for a major purchase I will be making.  I am employed and do have stability in my job, and will make my payments in full and on time.  I thank you in advance for your assistance.<br/> Borrower added on 04/12/10 > Hello Everyone - I am requesting this loan because I desire a lump sum payment to help me make a major purchase.  I am employed, have stability in my job, and will make all repayments in full and on time.  I thank you in advance for your assistance.<br/>",major_purchase,4500.0,14.59, 36 months,155.1,4500.0,Fully Paid,0.0
71062295,Supervisor,4 years,50000.0,Not Verified,B,3.97,MORTGAGE,1.0,6.0,66.7,41.4,0.0,0.0,,,,credit_card,4000.0,9.75, 36 months,128.6,4000.0,Fully Paid,0.0
43802845,Field Service Consultant,9 years,62000.0,Source Verified,A,23.81,MORTGAGE,2.0,28.0,10.0,32.0,0.0,0.0,35.0,,,credit_card,8000.0,5.93, 36 months,243.13,8000.0,Fully Paid,0.0
120110000,Credit Manager,10+ years,125000.0,Source Verified,A,26.56,MORTGAGE,1.0,10.0,100.0,98.0,0.0,0.0,44.0,,,debt_consolidation,25000.0,7.07, 36 months,772.73,11148.67,Current,0.0
116812410,Sales,7 years,70000.0,Not Verified,A,8.31,MORTGAGE,4.0,6.0,33.3,61.7,0.0,0.0,31.0,,,debt_consolidation,15000.0,7.97, 36 months,469.84,7470.8,Current,0.0
57135289,,,85000.0,Verified,D,30.75,OWN,3.0,17.0,25.0,58.7,0.0,1.0,75.0,,,debt_consolidation,12150.0,16.55, 36 months,430.47,9133.9,Charged Off,0.0
75888812,Nurse Coordinator,1 year,72000.0,Source Verified,B,20.15,MORTGAGE,4.0,18.0,0.0,26.9,0.0,0.0,75.0,,,debt_consolidation,4500.0,8.39, 36 months,141.83,4500.0,Fully Paid,0.0
129045908,School officer,10+ years,65000.0,Not Verified,E,6.42,OWN,0.0,12.0,42.9,54.2,0.0,0.0,,,,debt_consolidation,10000.0,22.91, 36 months,386.63,2855.75,Current,0.0
117951462,Outside Sales,1 year,96000.0,Source Verified,B,9.19,MORTGAGE,3.0,25.0,0.0,19.6,0.0,0.0,22.0,,,other,7200.0,10.91, 36 months,235.42,3108.51,Current,0.0
107637680,Information Technology Manager,10+ years,73170.0,Not Verified,B,19.93,MORTGAGE,1.0,5.0,50.0,78.3,0.0,0.0,,,,debt_consolidation,25000.0,8.24, 36 months,786.19,14540.38,Current,0.0
37277332,IT,4 years,48000.0,Source Verified,B,10.55,RENT,0.0,8.0,80.0,77.1,0.0,0.0,11.0,,,debt_consolidation,14400.0,9.49, 36 months,461.21,14400.0,Fully Paid,0.0
128741126,Technical Sales and Services ,4 years,200000.0,Source Verified,A,10.24,MORTGAGE,1.0,14.0,16.7,34.9,0.0,1.0,40.0,,,credit_card,15000.0,7.97, 36 months,469.84,5009.33,Current,0.0
116707288,Lease Sales Representative,4 years,65000.0,Source Verified,A,5.59,RENT,2.0,5.0,0.0,1.6,0.0,0.0,16.0,,,credit_card,8100.0,7.07, 36 months,250.37,4265.92,Current,0.0
66400246,Regional Program Coordinator,10+ years,48000.0,Source Verified,C,8.43,OWN,0.0,5.0,100.0,68.8,0.0,0.0,38.0,,,debt_consolidation,8000.0,11.99, 36 months,265.68,8000.0,Fully Paid,0.0
142870713,Chef/General Manager,8 years,72000.0,Verified,A,28.72,MORTGAGE,5.0,15.0,25.0,42.0,0.0,0.0,42.0,,,credit_card,15000.0,6.67, 36 months,460.9,1522.74,Current,0.0
60365199,surgical tech,10+ years,46841.0,Not Verified,A,24.55,MORTGAGE,1.0,21.0,0.0,41.5,0.0,0.0,19.0,,,debt_consolidation,14000.0,6.24, 36 months,427.44,14000.0,Fully Paid,0.0
1134177,NJ Deparment of Corrections,10+ years,82600.0,Source Verified,C,5.45,MORTGAGE,,7.0,,79.7,0.0,0.0,,,  Borrower added on 02/01/12 > I would like to consolidate my pension loan and credit cards into one simple lower payment. Thank you.<br>,debt_consolidation,18000.0,13.49, 60 months,414.09,18000.0,Fully Paid,0.0
76251401,hvac service tech,< 1 year,77000.0,Source Verified,B,16.49,MORTGAGE,3.0,20.0,0.0,26.9,0.0,0.0,,,,other,35000.0,10.75, 36 months,1141.72,32747.04,Current,0.0
72563317,Branch Manager,3 years,165000.0,Verified,D,29.25,OWN,0.0,15.0,16.7,63.9,0.0,0.0,66.0,,,debt_consolidation,29975.0,17.27, 36 months,1072.73,29975.0,Fully Paid,0.0
143778329,,,30000.0,Not Verified,C,22.79,MORTGAGE,1.0,12.0,0.0,24.6,0.0,0.0,29.0,,,debt_consolidation,25000.0,13.56, 60 months,576.02,1166.89,Current,0.0
61440268,Program Manager,3 years,86000.0,Not Verified,B,10.41,RENT,1.0,4.0,100.0,82.0,0.0,1.0,,,,other,3100.0,11.53, 36 months,102.27,3100.0,Fully Paid,0.0
10175428,Senior Vehicle Information Specialist,10+ years,65000.0,Source Verified,E,23.14,RENT,0.0,8.0,100.0,96.2,0.0,0.0,41.0,,,house,7500.0,22.4, 36 months,287.99,7500.0,Fully Paid,0.0
79094027,Administrator,10+ years,140000.0,Not Verified,C,23.46,RENT,0.0,20.0,75.0,81.7,0.0,0.0,16.0,,,debt_consolidation,8000.0,13.67, 36 months,272.15,8000.0,Fully Paid,0.0
30695915,Bridal Director,7 years,105000.0,Source Verified,D,25.05,MORTGAGE,2.0,12.0,80.0,60.0,0.0,0.0,,,,debt_consolidation,12000.0,18.24, 60 months,306.3,12000.0,Fully Paid,0.0
124872264,Sr Asscociate,7 years,93000.0,Not Verified,A,7.46,RENT,0.0,5.0,0.0,29.5,0.0,0.0,,,,debt_consolidation,7000.0,6.08, 36 months,213.21,7000.0,Fully Paid,0.0
52868268,Sales and Service Representive,9 years,80000.0,Source Verified,E,2.94,RENT,0.0,5.0,0.0,50.4,0.0,0.0,17.0,,,other,17275.0,18.25, 60 months,441.03,2975.67,Charged Off,1508.35
49923680,Chief Operating Officer,10+ years,69000.0,Source Verified,B,14.64,MORTGAGE,9.0,12.0,60.0,69.4,0.0,0.0,21.0,,,debt_consolidation,15000.0,8.18, 36 months,471.3,15000.0,Fully Paid,0.0
145332382,president,10+ years,78000.0,Not Verified,A,26.62,MORTGAGE,3.0,17.0,36.4,53.6,0.0,0.0,15.0,,,debt_consolidation,18200.0,8.19, 36 months,571.92,1352.3,Current,0.0
39937252,Parole/Probation Supervisor,4 years,69000.0,Source Verified,C,32.28,MORTGAGE,1.0,15.0,80.0,71.3,0.0,0.0,,,,credit_card,17000.0,14.99, 60 months,404.34,4088.27,Charged Off,0.0
24815078,Customer Assisstance Specialist,3 years,45000.0,Not Verified,B,20.82,RENT,0.0,13.0,25.0,23.9,0.0,0.0,2.0,,,debt_consolidation,7000.0,9.17, 36 months,223.16,3651.38,Charged Off,0.0
96992292,Coordinator SPecialist /Administrative S,3 years,47300.87,Verified,B,30.65,MORTGAGE,3.0,13.0,100.0,66.0,0.0,0.0,62.0,,,debt_consolidation,13200.0,11.49, 36 months,435.23,8676.84,Current,0.0
50053165,Shareholder,< 1 year,500000.0,Source Verified,C,0.59,MORTGAGE,2.0,6.0,0.0,34.3,0.0,0.0,7.0,,,debt_consolidation,32000.0,14.65, 60 months,755.42,32000.0,Fully Paid,0.0
120068032,Respiratory therapist ,10+ years,55000.0,Verified,D,18.52,MORTGAGE,1.0,20.0,50.0,39.3,0.0,0.0,,,,debt_consolidation,20475.0,18.06, 60 months,520.6,3283.54,Current,0.0
74844395,pressman,10+ years,40000.0,Verified,C,42.79,RENT,0.0,13.0,0.0,21.4,0.0,0.0,,,,debt_consolidation,10000.0,14.46, 36 months,344.02,9999.7,Current,0.0
60900512,Registered Sales Associate,5 years,102000.0,Source Verified,B,7.48,RENT,0.0,10.0,16.7,52.7,0.0,1.0,,,,major_purchase,2000.0,8.18, 36 months,62.84,2000.0,Fully Paid,0.0
868853,Desert Springs Hospital,2 years,126000.0,Verified,B,17.18,MORTGAGE,,15.0,,1.2,0.0,0.0,3.0,,,wedding,9600.0,11.49, 36 months,316.53,9600.0,Fully Paid,0.0
130821454,Sales Department Supervisor ,2 years,40000.0,Not Verified,B,6.15,RENT,0.0,8.0,25.0,12.5,0.0,0.0,,,,debt_consolidation,8500.0,11.98, 36 months,282.25,2502.54,Current,0.0
10126886,Human Resources Analyst,2 years,50000.0,Verified,D,18.25,MORTGAGE,1.0,15.0,60.0,48.6,0.0,0.0,,,  Borrower added on 12/26/13 > This loan will be to consolidate some debt acquired by home improvement projects. I have borrowed through Lending Club previously and appreciate your assistance with this project.<br>,home_improvement,16000.0,16.99, 60 months,397.56,16000.0,Fully Paid,0.0
116473997,Medical Technician,10+ years,80000.0,Verified,C,14.53,OWN,3.0,14.0,50.0,79.1,0.0,0.0,10.0,,,debt_consolidation,22575.0,15.05, 36 months,783.13,1006.27,Charged Off,4796.07
130812658,Administrator,2 years,86000.0,Not Verified,B,6.57,OWN,0.0,5.0,0.0,34.9,0.0,0.0,73.0,,,debt_consolidation,10000.0,9.43, 36 months,320.01,2762.54,Current,0.0
130288517,Salesman ,2 years,55000.0,Verified,D,20.47,MORTGAGE,3.0,15.0,0.0,10.1,0.0,1.0,,,,debt_consolidation,27850.0,20.39, 60 months,743.92,3569.87,Current,0.0
118265963,Registered Nurse,< 1 year,82000.0,Not Verified,C,14.25,MORTGAGE,1.0,13.0,100.0,46.5,0.0,0.0,5.0,,,major_purchase,14000.0,13.59, 36 months,475.71,6293.08,Current,0.0
5456152,sp richards,7 years,44000.0,Verified,C,31.88,MORTGAGE,3.0,12.0,80.0,60.5,0.0,0.0,77.0,,,credit_card,10000.0,15.31, 36 months,348.18,1604.55,Charged Off,736.48
51948654,Manager,< 1 year,150000.0,Source Verified,F,11.58,MORTGAGE,6.0,18.0,37.5,35.9,0.0,0.0,,,,moving,28000.0,23.99, 60 months,805.35,28000.0,Fully Paid,0.0
145077276,Senior Project Manager,10+ years,105000.0,Not Verified,B,18.5,RENT,0.0,13.0,66.7,70.7,0.0,0.0,71.0,,,credit_card,10000.0,10.33, 36 months,324.23,720.61,Current,0.0
120054231,Owner/Stylist,8 years,60000.0,Source Verified,B,11.36,MORTGAGE,2.0,10.0,20.0,17.3,0.0,0.0,,,,debt_consolidation,20000.0,11.99, 60 months,444.79,4514.35,Current,0.0
131065257,Owner,10+ years,90600.0,Not Verified,C,27.25,RENT,0.0,9.0,0.0,29.8,0.0,0.0,41.0,,,other,20000.0,15.04, 60 months,476.22,2642.56,Current,0.0
15570320,RN,9 years,51000.0,Verified,D,20.54,RENT,1.0,9.0,100.0,70.0,0.0,1.0,,,,other,2500.0,16.59, 36 months,88.63,894.4,Charged Off,254.54
53594642,Housekeeping,< 1 year,12000.0,Not Verified,F,22.7,RENT,0.0,8.0,66.7,58.6,0.0,0.0,15.0,,,debt_consolidation,4300.0,21.99, 36 months,164.2,4300.0,Fully Paid,0.0
79144896,Machine Operator,8 years,90000.0,Source Verified,C,3.89,MORTGAGE,4.0,5.0,66.7,43.1,0.0,2.0,31.0,,,debt_consolidation,7200.0,11.99, 36 months,239.11,7200.0,Fully Paid,0.0
43799998,Sales,10+ years,120000.0,Verified,D,26.99,MORTGAGE,8.0,9.0,0.0,18.8,0.0,1.0,,,,debt_consolidation,35000.0,16.99, 36 months,1247.68,35000.0,Fully Paid,0.0
27550633,Sales,10+ years,140000.0,Not Verified,A,16.12,MORTGAGE,7.0,11.0,33.3,87.0,0.0,0.0,37.0,,,debt_consolidation,15000.0,8.39, 36 months,472.75,15000.0,Fully Paid,0.0
131546349,Instructional Asst.,10+ years,19000.0,Not Verified,E,39.23,RENT,0.0,13.0,70.0,82.0,0.0,0.0,,,,debt_consolidation,10000.0,22.9, 36 months,386.58,2370.89,Current,0.0
131710145,Director of College Counseling,6 years,76000.0,Not Verified,C,9.51,RENT,0.0,10.0,16.7,55.9,0.0,0.0,5.0,,,credit_card,16800.0,12.61, 60 months,378.91,2346.8,Current,0.0
55807148,crane operator,< 1 year,65000.0,Not Verified,A,26.86,MORTGAGE,1.0,8.0,25.0,55.5,0.0,0.0,,,,credit_card,28000.0,7.26, 36 months,867.9,28000.0,Fully Paid,0.0
6734985,Fresno Unified School District,1 year,108000.0,Source Verified,D,3.2,MORTGAGE,1.0,13.0,0.0,2.7,0.0,0.0,1.0,,,house,10000.0,18.25, 36 months,362.78,10000.0,Fully Paid,0.0
65685391,Senior Paralegal,7 years,55000.0,Verified,D,21.67,MORTGAGE,1.0,10.0,50.0,52.8,0.0,0.0,,,,other,2000.0,15.41, 36 months,69.74,2000.0,Fully Paid,0.0
1456019,U.S. Courts,2 years,160000.0,Verified,C,14.53,MORTGAGE,3.0,9.0,0.0,43.9,0.0,0.0,6.0,,  Borrower added on 08/01/12 > I am attempting to refinance my condo with the bank but the appraisal came back lower than expected.  The 20k will go towards making the refinance happen.  I expect to repay this loan in less than a year when my thrift savings plan becomes available.<br><br>  Borrower added on 08/02/12 > I am refinancing my condo with the bank but the appraisal came back lower than expected (500k).  The 20k will go towards closign costs.  I have had two other loans with Lending Club over the past couple of years and paid both off in a timely manner.<br>,house,20000.0,16.29, 36 months,706.01,20000.0,Fully Paid,0.0
133950385,Lease operator ,4 years,73000.0,Not Verified,B,26.66,MORTGAGE,1.0,22.0,0.0,6.9,0.0,0.0,,,,other,28000.0,9.58, 60 months,589.15,3871.45,Current,0.0
139596830,Full Time,4 years,93220.0,Source Verified,B,14.39,OWN,1.0,12.0,12.5,24.2,0.0,0.0,57.0,,,credit_card,14400.0,11.55, 36 months,475.2,2068.82,Current,0.0
16541803,Computational Scientist,5 years,79000.0,Source Verified,D,27.63,RENT,0.0,12.0,100.0,87.9,0.0,0.0,,,,credit_card,14000.0,16.29, 36 months,494.21,14000.0,Fully Paid,0.0
61429070,Store Manager,10+ years,116000.0,Verified,A,7.17,MORTGAGE,2.0,5.0,0.0,0.0,0.0,0.0,34.0,,,medical,15000.0,7.89, 36 months,469.29,15000.0,Fully Paid,0.0
21120240,Manager,7 years,150000.0,Source Verified,B,13.82,MORTGAGE,2.0,17.0,75.0,96.0,0.0,0.0,8.0,,,debt_consolidation,25000.0,11.67, 60 months,551.96,25000.0,Fully Paid,0.0
31257533,Accounting Manager,10+ years,48500.0,Verified,E,33.23,MORTGAGE,1.0,23.0,100.0,58.6,0.0,1.0,,,,debt_consolidation,10000.0,18.99, 60 months,259.36,855.13,Charged Off,0.0
111068225,applicator,10+ years,68000.0,Not Verified,B,21.16,MORTGAGE,3.0,7.0,25.0,48.9,0.0,0.0,,,,debt_consolidation,18000.0,11.99, 60 months,400.31,5122.87,Current,0.0
1206513,Hawkins Parnell Thackston & Young,5 years,213000.0,Verified,E,15.59,MORTGAGE,5.0,5.0,0.0,42.9,0.0,0.0,8.0,,"  Borrower added on 03/27/12 > Respected Lenders:  This loan is being sought for value enhancing improvements on a primary residence, in the form of a pool and a deck.  Borrower is a legal professional with an extensive employment history.<br>",home_improvement,24000.0,20.5, 60 months,642.55,24000.0,Fully Paid,0.0
1825147,Newsmax media,5 years,65000.0,Verified,B,25.83,MORTGAGE,1.0,9.0,33.3,57.2,0.0,0.0,,,  Borrower added on 11/19/12 > This funding will be used to pay off a credit card. The remaining money will be used to replace flooring. By paying off my credit card my monthly payments will only be slightly increased and offset this loan payment.<br>,major_purchase,7000.0,12.12, 36 months,232.91,7000.0,Fully Paid,0.0
66456046,Dental Assistant,3 years,40000.0,Source Verified,B,11.01,RENT,0.0,19.0,66.7,71.2,0.0,0.0,36.0,,,debt_consolidation,10000.0,11.22, 36 months,328.43,2708.5,Charged Off,749.58
7494916,Business Analyst,10+ years,102000.0,Source Verified,E,26.04,MORTGAGE,4.0,18.0,66.7,67.6,0.0,0.0,8.0,,,debt_consolidation,31000.0,18.99, 60 months,803.99,31000.0,Fully Paid,0.0
100468295,Sales Assistant,< 1 year,45000.0,Source Verified,B,16.29,RENT,0.0,10.0,0.0,15.0,0.0,0.0,,,,credit_card,6000.0,11.39, 36 months,197.55,6000.0,Fully Paid,0.0
138137314,,,70000.0,Not Verified,A,16.39,MORTGAGE,2.0,24.0,5.6,13.0,0.0,0.0,26.0,,,home_improvement,10000.0,6.11, 36 months,304.72,10000.0,Fully Paid,0.0
119268956,RN,6 years,103000.0,Not Verified,B,25.19,MORTGAGE,3.0,17.0,66.7,78.5,0.0,0.0,19.0,,,debt_consolidation,12000.0,10.91, 36 months,392.36,5503.76,Current,0.0
7335739,,,37984.76,Verified,C,14.25,MORTGAGE,2.0,9.0,100.0,67.9,0.0,0.0,,,,debt_consolidation,17050.0,15.61, 36 months,596.15,17050.0,Fully Paid,0.0
57345103,,,48300.0,Verified,E,18.56,RENT,1.0,11.0,100.0,70.3,0.0,0.0,,,,credit_card,11000.0,18.55, 60 months,282.63,11000.0,Fully Paid,0.0
54098630,Legal Assistant,7 years,60000.0,Source Verified,E,19.63,MORTGAGE,8.0,6.0,100.0,100.0,0.0,0.0,23.0,,,debt_consolidation,19200.0,18.55, 60 months,493.32,19200.0,Fully Paid,0.0
43216528,Master Sergent,10+ years,82000.0,Verified,E,32.24,MORTGAGE,2.0,12.0,100.0,93.9,0.0,0.0,9.0,,,debt_consolidation,34350.0,18.84, 60 months,888.04,5413.37,Charged Off,0.0
18566053,Bindery Scheduler,10+ years,55000.0,Source Verified,G,17.22,MORTGAGE,4.0,13.0,66.7,62.4,0.0,0.0,8.0,,,debt_consolidation,13200.0,26.06, 60 months,395.69,13200.0,Fully Paid,0.0
73510383,Account Executive,9 years,41000.0,Not Verified,A,19.91,MORTGAGE,1.0,13.0,0.0,27.2,0.0,0.0,,,,debt_consolidation,7000.0,7.89, 36 months,219.0,7000.0,Fully Paid,0.0
99952692,Driver Aide for Veterans ,5 years,30000.0,Source Verified,B,3.64,OWN,0.0,3.0,33.3,60.2,0.0,0.0,,,,debt_consolidation,5200.0,11.49, 36 months,171.46,5200.0,Fully Paid,0.0
129151633,Registered Nurse,3 years,81000.0,Source Verified,B,20.41,RENT,0.0,16.0,66.7,75.0,0.0,0.0,,,,debt_consolidation,24000.0,9.43, 36 months,768.01,6003.35,Late (31-120 days),0.0
138611886,Manager,6 years,70000.0,Source Verified,B,21.24,MORTGAGE,2.0,8.0,0.0,61.1,0.0,0.0,,,,home_improvement,6000.0,12.73, 36 months,201.39,6000.0,Fully Paid,0.0
10755249,Ophthalmic Photographer/Technician,10+ years,50000.0,Source Verified,C,24.94,OWN,1.0,8.0,100.0,50.4,0.0,0.0,,,  Borrower added on 01/29/14 > Consolidate my credit cards to one payment with a fixed rate...Thanks Lending Club<br>,debt_consolidation,14000.0,14.98, 60 months,332.92,14000.0,Fully Paid,0.0
139230939,,< 1 year,65000.0,Not Verified,A,15.31,MORTGAGE,1.0,20.0,0.0,20.9,0.0,1.0,,,,debt_consolidation,9000.0,6.11, 36 months,274.25,1623.61,Current,0.0
96569776,WFM Analyst,10+ years,70000.0,Source Verified,D,15.0,MORTGAGE,4.0,10.0,83.3,82.3,0.0,0.0,,,,debt_consolidation,10000.0,18.99, 60 months,259.36,10000.0,Fully Paid,0.0
43360242,Produce Clerk,10+ years,58500.0,Verified,E,16.57,RENT,0.0,9.0,100.0,122.7,0.0,0.0,,,,debt_consolidation,20000.0,18.84, 60 months,517.06,20000.0,Fully Paid,0.0
4548787,Los Angeles Unified School District,10+ years,84000.0,Source Verified,D,28.03,RENT,0.0,9.0,83.3,78.6,0.0,0.0,,,,other,2000.0,18.75, 36 months,73.06,2000.0,Fully Paid,0.0
106926268,Dispatcher,5 years,25000.0,Verified,C,46.76,MORTGAGE,3.0,16.0,60.0,57.3,0.0,0.0,8.0,,,debt_consolidation,24000.0,13.99, 36 months,820.15,24000.0,Fully Paid,0.0
68544737,manager,10+ years,130000.0,Source Verified,B,16.99,RENT,2.0,6.0,25.0,56.0,0.0,2.0,54.0,,,credit_card,5900.0,11.48, 36 months,194.51,5900.0,Fully Paid,0.0
109683780,,,110000.0,Not Verified,A,10.7,MORTGAGE,11.0,13.0,0.0,43.4,0.0,0.0,87.0,,,debt_consolidation,7200.0,7.35, 36 months,223.47,4345.67,Current,0.0
74675584,RN,9 years,60000.0,Source Verified,C,37.2,OWN,1.0,31.0,75.0,44.6,0.0,0.0,53.0,,,credit_card,12000.0,13.67, 36 months,408.22,11596.33,Current,0.0
50505516,Marketing Coordinator ,4 years,52150.0,Not Verified,E,15.77,MORTGAGE,5.0,15.0,71.4,76.5,0.0,0.0,,,,debt_consolidation,17975.0,18.55, 60 months,461.85,11834.49,Current,0.0
5715066,Columbia University ,8 years,99800.0,Source Verified,A,10.14,MORTGAGE,1.0,9.0,75.0,32.6,0.0,0.0,,,,debt_consolidation,15000.0,7.9, 36 months,469.36,15000.0,Fully Paid,0.0
96467571,Sales,3 years,52000.0,Source Verified,D,32.42,RENT,1.0,13.0,66.7,62.3,0.0,1.0,,,,debt_consolidation,15000.0,16.99, 36 months,534.72,1658.01,Charged Off,1847.14
24046323,,,110000.0,Verified,B,13.27,MORTGAGE,6.0,9.0,80.0,86.5,0.0,0.0,33.0,,,debt_consolidation,20000.0,10.99, 36 months,654.68,20000.0,Fully Paid,0.0
8117512,housekeeping,3 years,25000.0,Not Verified,C,21.02,RENT,0.0,6.0,75.0,79.3,0.0,0.0,,,,debt_consolidation,8400.0,15.61, 36 months,293.71,8400.0,Fully Paid,0.0
46506484,Partner,10+ years,115000.0,Verified,B,5.11,MORTGAGE,4.0,5.0,,55.3,0.0,1.0,20.0,,,debt_consolidation,10000.0,9.17, 36 months,318.79,10000.0,Fully Paid,0.0
68544871,Founder/President,9 years,150000.0,Source Verified,C,10.98,RENT,3.0,12.0,66.7,57.0,0.0,0.0,5.0,,,debt_consolidation,35000.0,13.99, 60 months,814.21,19280.51,Current,0.0
103228080,Regional Sales Executive,2 years,155000.0,Verified,C,33.23,RENT,0.0,24.0,100.0,90.1,0.0,1.0,49.0,,,credit_card,30000.0,13.49, 60 months,690.15,9173.4,Current,0.0
53844962,Nail tech,6 years,45000.0,Source Verified,B,22.45,OWN,0.0,8.0,50.0,82.0,0.0,0.0,26.0,,,credit_card,10000.0,8.18, 36 months,314.2,10000.0,Fully Paid,0.0
132567521,,,65000.0,Verified,C,1.37,MORTGAGE,2.0,3.0,100.0,60.2,0.0,1.0,,,,home_improvement,5000.0,12.61, 36 months,167.54,1205.52,Current,0.0
145277400,Principal Consultant,2 years,96000.0,Not Verified,B,26.23,MORTGAGE,3.0,10.0,50.0,68.9,0.0,0.0,,,,debt_consolidation,20000.0,11.8, 60 months,442.88,745.93,Current,0.0
92339702,Accounts Receivable,< 1 year,30000.0,Verified,B,25.68,MORTGAGE,1.0,8.0,60.0,61.0,0.0,0.0,38.0,,,debt_consolidation,10500.0,11.49, 60 months,230.87,4162.63,Current,0.0
112827172,Funding Supervisor,3 years,51000.0,Source Verified,C,13.65,RENT,0.0,10.0,40.0,21.7,0.0,0.0,16.0,,,debt_consolidation,6000.0,16.02, 36 months,211.01,2977.84,Current,0.0
96382071,Service Rep,10+ years,45990.0,Source Verified,E,27.45,RENT,0.0,18.0,75.0,57.6,0.0,0.0,60.0,,,debt_consolidation,12000.0,22.74, 60 months,336.5,3618.47,Current,0.0
120661686,collector,9 years,50000.0,Source Verified,B,39.25,OWN,0.0,14.0,0.0,41.4,0.0,0.0,,,,credit_card,16000.0,10.42, 60 months,343.27,3725.83,Current,0.0
137287443,DTS-GSA,10+ years,33600.0,Not Verified,A,32.18,RENT,0.0,8.0,0.0,14.2,0.0,1.0,5.0,,,other,8000.0,7.84, 36 months,250.11,1619.42,Current,0.0
91102620,Quotations Specialist,9 years,50000.0,Source Verified,C,21.22,MORTGAGE,2.0,11.0,0.0,51.3,0.0,0.0,,,,debt_consolidation,14600.0,13.49, 36 months,495.39,11283.31,Current,0.0
